Version,3,
MapSize,16,16,
MapData,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,


0,0,1072,1073,1073,1073,1073,1073,1073,1073,1080,1071,0,0,0,0,
0,0,1075,1079,1073,1073,1073,1073,1073,1073,1073,1080,1070,1071,0,0,
0,0,0,1075,1079,1073,1073,1073,1073,1073,1073,1073,1073,1074,0,0,
0,0,0,0,1075,1079,1073,1073,1073,1073,1073,1073,1073,1080,1071,0,
0,0,0,0,1069,1081,1073,1073,1073,1073,1073,1073,1073,1073,1080,1071,
0,0,0,1069,1081,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1080,
1069,1070,1070,1081,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,
1081,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,
1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,
1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1078,
1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1078,1077,
1073,1078,1076,1079,1073,1073,1073,1073,1073,1073,1073,1073,1073,1110,1103,1071,
1076,1077,0,1072,1073,1073,1073,1073,1073,1073,1073,1073,1113,1073,1073,1080,
0,0,0,1075,1076,1076,1079,1073,1073,1073,1073,1078,1094,1076,1079,1073,
0,0,0,0,0,1069,1081,1073,1073,1073,1073,1080,1071,0,1075,1076,
0,0,0,0,0,1072,1073,1073,1073,1073,1073,1073,1074,0,0,0,


0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,523,519,519,519,522,0,0,0,0,0,
0,0,0,0,0,0,518,0,0,0,518,0,0,0,0,0,
0,0,0,0,0,520,528,0,0,0,523,519,519,519,519,519,
0,0,0,520,519,528,0,0,0,520,528,0,0,0,0,0,
519,519,519,528,0,0,0,0,0,518,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,520,528,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,


0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,530,0,0,0,0,0,532,531,531,
0,0,0,0,0,532,531,540,0,0,0,0,532,540,0,0,
531,531,531,531,531,540,0,0,0,0,0,532,540,0,0,0,
0,0,0,0,0,0,0,0,0,0,532,540,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,532,540,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,


